,day_of_week,NEIGHBORHOOD_ID,TIME
96534,Friday,west-colfax,20:00:00
90310,Friday,five-points,16:00:00
51867,Wednesday,valverde,08:00:00
32610,Tuesday,regis,08:00:00
48389,Wednesday,washington-park,16:00:00
121964,Wednesday,cherry-creek,20:00:00
64659,Saturday,villa-park,20:00:00
78574,Friday,barnum-west,16:00:00
113717,Tuesday,bear-valley,23:59:00
108614,Monday,hilltop,16:00:00
147185,Friday,college-view-south-platte,20:00:00
21771,Saturday,goldsmith,08:00:00
49750,Thursday,hampden,12:00:00
4810,Monday,gateway-green-valley-ranch,12:00:00
100149,Wednesday,hampden-south,16:00:00
64749,Sunday,north-capitol-hill,20:00:00
98109,Thursday,montbello,20:00:00
69716,Sunday,speer,20:00:00
98137,Friday,montclair,20:00:00
139248,Monday,northeast-park-hill,20:00:00
88432,Sunday,dia,04:00:00
15545,Saturday,south-park-hill,12:00:00
31358,Monday,union-station,08:00:00
3889,Tuesday,kennedy,08:00:00
145275,Saturday,lowry-field,20:00:00
130761,Friday,harvey-park-south,23:59:00
137768,Sunday,east-colfax,20:00:00
81593,Thursday,montbello,23:59:00
135178,Monday,platt-park,23:59:00
93029,Saturday,hampden,23:59:00
119369,Monday,five-points,16:00:00
75849,Tuesday,washington-park,20:00:00
94537,Friday,college-view-south-platte,16:00:00
33416,Tuesday,five-points,04:00:00
58385,Wednesday,globeville,16:00:00
81522,Monday,montbello,04:00:00
116597,Monday,washington-park,20:00:00
83317,Friday,westwood,23:59:00
86302,Friday,goldsmith,23:59:00
96590,Thursday,westwood,16:00:00
87774,Tuesday,highland,16:00:00
15845,Tuesday,overland,08:00:00
71081,Saturday,capitol-hill,23:59:00
11564,Sunday,elyria-swansea,16:00:00
74601,Tuesday,capitol-hill,20:00:00
17506,Friday,city-park-west,12:00:00
60950,Friday,hampden,16:00:00
84093,Saturday,cbd,23:59:00
45443,Wednesday,montbello,08:00:00
43932,Tuesday,harvey-park-south,08:00:00
26553,Wednesday,villa-park,04:00:00
3571,Sunday,east-colfax,08:00:00
132693,Sunday,marston,16:00:00
8130,Friday,capitol-hill,16:00:00
140846,Thursday,university,20:00:00
93635,Saturday,cole,20:00:00
127411,Sunday,chaffee-park,23:59:00
2449,Friday,south-park-hill,04:00:00
81280,Thursday,cherry-creek,20:00:00
52449,Saturday,capitol-hill,12:00:00
32482,Wednesday,congress-park,12:00:00
108043,Wednesday,berkeley,20:00:00
145425,Sunday,villa-park,23:59:00
57028,Friday,washington-park-west,20:00:00
146017,Saturday,five-points,16:00:00
40099,Wednesday,northeast-park-hill,12:00:00
72018,Saturday,marston,20:00:00
70714,Sunday,country-club,16:00:00
124892,Sunday,lincoln-park,20:00:00
131850,Tuesday,northeast-park-hill,23:59:00
121392,Tuesday,capitol-hill,20:00:00
9425,Wednesday,north-capitol-hill,08:00:00
73051,Monday,north-park-hill,20:00:00
31978,Tuesday,cherry-creek,08:00:00
90890,Tuesday,berkeley,16:00:00
27114,Saturday,west-colfax,12:00:00
15380,Tuesday,capitol-hill,12:00:00
24027,Friday,university-hills,12:00:00
79079,Wednesday,overland,04:00:00
98295,Thursday,east-colfax,20:00:00
80691,Friday,sun-valley,16:00:00
69356,Saturday,university-park,23:59:00
108717,Thursday,speer,20:00:00
34795,Sunday,lowry-field,12:00:00
24508,Monday,bear-valley,12:00:00
145577,Friday,north-park-hill,16:00:00
57824,Friday,hilltop,20:00:00
7965,Wednesday,harvey-park-south,12:00:00
72880,Tuesday,cbd,23:59:00
131602,Friday,lincoln-park,20:00:00
124943,Thursday,whittier,20:00:00
31181,Sunday,chaffee-park,12:00:00
132222,Friday,gateway-green-valley-ranch,23:59:00
66171,Saturday,lincoln-park,16:00:00
22120,Monday,dia,12:00:00
9535,Friday,elyria-swansea,12:00:00
42419,Tuesday,washington-park,08:00:00
77342,Sunday,washington-virginia-vale,20:00:00
12596,Monday,union-station,08:00:00
12925,Tuesday,lowry-field,12:00:00
57045,Tuesday,cherry-creek,16:00:00
31225,Friday,cheesman-park,04:00:00
93004,Tuesday,hale,23:59:00
84598,Thursday,hampden,16:00:00
4544,Friday,dia,12:00:00
85801,Saturday,cbd,20:00:00
95859,Wednesday,berkeley,23:59:00
115537,Wednesday,northeast-park-hill,20:00:00
132160,Thursday,stapleton,04:00:00
76212,Tuesday,sloan-lake,23:59:00
40620,Wednesday,west-highland,12:00:00
24552,Sunday,five-points,12:00:00
94744,Thursday,civic-center,23:59:00
127448,Saturday,north-capitol-hill,20:00:00
96139,Friday,union-station,20:00:00
85251,Saturday,berkeley,04:00:00
40296,Friday,city-park,08:00:00
129034,Saturday,highland,20:00:00
14396,Thursday,hale,08:00:00
57038,Sunday,cherry-creek,20:00:00
12183,Saturday,barnum-west,04:00:00
29576,Friday,sun-valley,04:00:00
47802,Sunday,regis,16:00:00
96446,Thursday,west-highland,20:00:00
143115,Friday,five-points,23:59:00
107277,Wednesday,stapleton,16:00:00
129728,Monday,university,23:59:00
129398,Saturday,globeville,16:00:00
114161,Tuesday,capitol-hill,23:59:00
99098,Monday,dia,23:59:00
78156,Tuesday,goldsmith,20:00:00
54892,Tuesday,gateway-green-valley-ranch,20:00:00
55025,Saturday,rosedale,23:59:00
24444,Saturday,whittier,12:00:00
47002,Saturday,hampden-south,12:00:00
53832,Saturday,fort-logan,16:00:00
135656,Monday,villa-park,20:00:00
66838,Sunday,montbello,20:00:00
100519,Tuesday,washington-virginia-vale,20:00:00
98219,Wednesday,ruby-hill,16:00:00
20007,Sunday,stapleton,12:00:00
80385,Thursday,university,23:59:00
146244,Friday,baker,20:00:00
4493,Saturday,cheesman-park,08:00:00
43228,Saturday,cherry-creek,12:00:00
27483,Saturday,city-park-west,04:00:00
91781,Saturday,civic-center,16:00:00
132434,Monday,elyria-swansea,20:00:00
81455,Sunday,college-view-south-platte,23:59:00
135086,Friday,cbd,20:00:00
82974,Tuesday,barnum,23:59:00
54492,Saturday,city-park-west,23:59:00
134322,Monday,harvey-park-south,20:00:00
11700,Thursday,valverde,12:00:00
120520,Sunday,cbd,20:00:00
31542,Monday,belcaro,12:00:00
38924,Thursday,ruby-hill,12:00:00
74448,Wednesday,westwood,04:00:00
81314,Wednesday,hilltop,16:00:00
73535,Saturday,athmar-park,23:59:00
16591,Thursday,west-colfax,12:00:00
103512,Sunday,sunnyside,23:59:00
78197,Tuesday,cbd,16:00:00
147412,Tuesday,union-station,16:00:00
78491,Friday,stapleton,20:00:00
129042,Friday,stapleton,16:00:00
13752,Wednesday,windsor,04:00:00
96153,Sunday,congress-park,23:59:00
42046,Friday,dia,12:00:00
44553,Monday,sunnyside,12:00:00
31386,Wednesday,cbd,12:00:00
7696,Tuesday,capitol-hill,08:00:00
99986,Saturday,union-station,16:00:00
38937,Thursday,west-highland,04:00:00
94933,Thursday,elyria-swansea,04:00:00
49380,Thursday,hampden,04:00:00
13815,Wednesday,montclair,12:00:00
134736,Tuesday,southmoor-park,16:00:00
97668,Friday,harvey-park-south,23:59:00
97026,Tuesday,dia,23:59:00
115821,Saturday,hampden,20:00:00
72134,Monday,montbello,04:00:00
26187,Friday,montbello,08:00:00
135931,Thursday,baker,16:00:00
45823,Wednesday,five-points,12:00:00
10110,Thursday,west-highland,12:00:00
140438,Thursday,baker,16:00:00
4251,Wednesday,kennedy,08:00:00
1098,Sunday,hale,16:00:00
68300,Tuesday,cheesman-park,23:59:00
81693,Thursday,union-station,20:00:00
107929,Friday,sunnyside,20:00:00
131113,Monday,west-highland,20:00:00
2706,Wednesday,stapleton,12:00:00
86693,Thursday,five-points,23:59:00
72977,Monday,east-colfax,20:00:00
69906,Friday,union-station,20:00:00
103163,Friday,washington-virginia-vale,23:59:00
136216,Monday,ruby-hill,04:00:00
91986,Monday,dia,16:00:00
43686,Wednesday,northeast-park-hill,12:00:00
110785,Monday,skyland,16:00:00
34733,Saturday,speer,04:00:00
118389,Sunday,west-highland,23:59:00
142846,Sunday,cbd,16:00:00
19981,Wednesday,montbello,12:00:00
72586,Monday,civic-center,04:00:00
127963,Sunday,auraria,20:00:00
62023,Saturday,speer,16:00:00
5235,Thursday,capitol-hill,08:00:00
61738,Wednesday,dia,20:00:00
143963,Wednesday,athmar-park,20:00:00
147078,Tuesday,cory-merrill,16:00:00
22798,Thursday,country-club,16:00:00
15623,Friday,virginia-village,16:00:00
24583,Wednesday,civic-center,08:00:00
144245,Thursday,villa-park,23:59:00
49496,Thursday,regis,12:00:00
660,Tuesday,mar-lee,08:00:00
84135,Sunday,mar-lee,20:00:00
107187,Wednesday,barnum-west,04:00:00
77737,Saturday,washington-virginia-vale,23:59:00
9101,Monday,university-park,04:00:00
61279,Friday,westwood,20:00:00
117874,Tuesday,highland,20:00:00
112294,Wednesday,goldsmith,20:00:00
119160,Sunday,sun-valley,20:00:00
17171,Thursday,berkeley,04:00:00
105381,Thursday,mar-lee,23:59:00
60606,Tuesday,union-station,16:00:00
61813,Friday,goldsmith,20:00:00
62958,Thursday,highland,04:00:00
65711,Tuesday,regis,20:00:00
139185,Monday,union-station,23:59:00
